Date,Item Code,Route Code,Customer Code,Sales Quantity,Stales Quantity
16-09-2022,ITEM09,ROUTE04,CUST324,576,125
16-09-2022,ITEM02,ROUTE15,CUST166,368,38
16-09-2022,ITEM06,ROUTE12,CUST472,332,0
16-09-2022,ITEM07,ROUTE02,CUST472,477,56
16-09-2022,ITEM05,ROUTE13,CUST472,127,0
16-09-2022,ITEM02,ROUTE05,CUST095,229,0
16-09-2022,ITEM04,ROUTE17,CUST095,171,0
16-09-2022,ITEM04,ROUTE17,CUST084,465,88
16-09-2022,ITEM07,ROUTE01,CUST084,200,43
16-09-2022,ITEM02,ROUTE16,CUST084,88,0
16-09-2022,ITEM02,ROUTE16,CUST237,412,77
17-09-2022,ITEM03,ROUTE17,CUST181,488,82
17-09-2022,ITEM03,ROUTE14,CUST255,179,0
17-09-2022,ITEM09,ROUTE14,CUST066,277,49
17-09-2022,ITEM04,ROUTE09,CUST469,350,0
17-09-2022,ITEM10,ROUTE10,CUST469,241,0
17-09-2022,ITEM07,ROUTE03,CUST469,370,0
17-09-2022,ITEM05,ROUTE05,CUST351,2620,0
17-09-2022,ITEM02,ROUTE11,CUST351,567,66
17-09-2022,ITEM04,ROUTE01,CUST351,205,0
17-09-2022,ITEM04,ROUTE02,CUST277,309,0
17-09-2022,ITEM05,ROUTE07,CUST178,178,0
17-09-2022,ITEM08,ROUTE11,CUST178,87,19
17-09-2022,ITEM01,ROUTE07,CUST468,453,62
17-09-2022,ITEM10,ROUTE08,CUST468,190,0
17-09-2022,ITEM04,ROUTE16,CUST468,62,0
17-09-2022,ITEM01,ROUTE17,CUST269,126,19
17-09-2022,ITEM08,ROUTE05,CUST269,369,0
17-09-2022,ITEM08,ROUTE16,CUST015,307,0
17-09-2022,ITEM08,ROUTE19,CUST370,405,0
17-09-2022,ITEM08,ROUTE15,CUST379,428,0
17-09-2022,ITEM02,ROUTE16,CUST379,270,30
17-09-2022,ITEM02,ROUTE02,CUST460,45,10
17-09-2022,ITEM06,ROUTE17,CUST153,290,32
17-09-2022,ITEM09,ROUTE11,CUST153,466,0
17-09-2022,ITEM05,ROUTE14,CUST153,326,77
17-09-2022,ITEM04,ROUTE16,CUST220,113,15
17-09-2022,ITEM08,ROUTE06,CUST220,386,0
17-09-2022,ITEM05,ROUTE17,CUST220,333,64
17-09-2022,ITEM02,ROUTE14,CUST197,450,75
17-09-2022,ITEM04,ROUTE07,CUST197,400,0
17-09-2022,ITEM10,ROUTE03,CUST197,357,0
17-09-2022,ITEM07,ROUTE02,CUST358,429,45
17-09-2022,ITEM02,ROUTE19,CUST261,361,79
17-09-2022,ITEM01,ROUTE15,CUST261,396,0
17-09-2022,ITEM04,ROUTE08,CUST250,403,101
17-09-2022,ITEM06,ROUTE11,CUST250,225,0
17-09-2022,ITEM01,ROUTE01,CUST350,429,79
17-09-2022,ITEM10,ROUTE18,CUST350,69,10
17-09-2022,ITEM03,ROUTE03,CUST437,112,21
17-09-2022,ITEM08,ROUTE08,CUST437,174,0
17-09-2022,ITEM06,ROUTE13,CUST001,77,0
17-09-2022,ITEM02,ROUTE13,CUST001,224,51
17-09-2022,ITEM04,ROUTE02,CUST001,151,28
17-09-2022,ITEM02,ROUTE02,CUST317,151,0
17-09-2022,ITEM03,ROUTE16,CUST476,166,28
17-09-2022,ITEM08,ROUTE13,CUST476,125,0
17-09-2022,ITEM01,ROUTE09,CUST476,408,0
17-09-2022,ITEM05,ROUTE05,CUST160,267,28
17-09-2022,ITEM01,ROUTE05,CUST102,494,116
17-09-2022,ITEM05,ROUTE13,CUST382,290,66
17-09-2022,ITEM03,ROUTE02,CUST382,196,41
17-09-2022,ITEM09,ROUTE20,CUST444,450,49
17-09-2022,ITEM04,ROUTE14,CUST444,118,0
17-09-2022,ITEM08,ROUTE03,CUST444,537,0
17-09-2022,ITEM04,ROUTE13,CUST411,144,0
17-09-2022,ITEM03,ROUTE13,CUST411,190,0
17-09-2022,ITEM09,ROUTE10,CUST411,186,36
17-09-2022,ITEM04,ROUTE01,CUST427,211,34
17-09-2022,ITEM10,ROUTE01,CUST427,299,73
17-09-2022,ITEM03,ROUTE16,CUST427,200,32
17-09-2022,ITEM03,ROUTE10,CUST380,188,45
17-09-2022,ITEM02,ROUTE03,CUST380,110,23
17-09-2022,ITEM06,ROUTE06,CUST314,252,0
17-09-2022,ITEM03,ROUTE13,CUST458,513,0
17-09-2022,ITEM01,ROUTE16,CUST458,90,0
17-09-2022,ITEM10,ROUTE09,CUST409,126,19
17-09-2022,ITEM01,ROUTE09,CUST409,299,32
17-09-2022,ITEM06,ROUTE20,CUST002,174,0
17-09-2022,ITEM10,ROUTE14,CUST002,354,71
17-09-2022,ITEM01,ROUTE19,CUST400,477,0
17-09-2022,ITEM09,ROUTE14,CUST217,426,0
17-09-2022,ITEM07,ROUTE12,CUST217,342,0
17-09-2022,ITEM10,ROUTE14,CUST217,221,51
17-09-2022,ITEM08,ROUTE04,CUST395,55,6
17-09-2022,ITEM06,ROUTE01,CUST337,251,49
17-09-2022,ITEM08,ROUTE20,CUST337,390,94
17-09-2022,ITEM09,ROUTE10,CUST406,80,15
17-09-2022,ITEM04,ROUTE10,CUST406,144,0
17-09-2022,ITEM03,ROUTE04,CUST406,328,77
17-09-2022,ITEM09,ROUTE05,CUST449,322,0
17-09-2022,ITEM06,ROUTE08,CUST457,223,0
17-09-2022,ITEM08,ROUTE16,CUST457,201,36
17-09-2022,ITEM03,ROUTE17,CUST457,68,6
17-09-2022,ITEM01,ROUTE04,CUST341,79,0
17-09-2022,ITEM09,ROUTE03,CUST341,100,17
17-09-2022,ITEM07,ROUTE17,CUST303,58,12
17-09-2022,ITEM09,ROUTE19,CUST091,199,25
17-09-2022,ITEM02,ROUTE03,CUST091,315,56
17-09-2022,ITEM02,ROUTE02,CUST141,154,25
17-09-2022,ITEM02,ROUTE18,CUST285,361,47
17-09-2022,ITEM10,ROUTE08,CUST494,476,0
17-09-2022,ITEM01,ROUTE10,CUST494,181,0
17-09-2022,ITEM05,ROUTE14,CUST494,141,19
17-09-2022,ITEM04,ROUTE17,CUST463,431,103
17-09-2022,ITEM05,ROUTE06,CUST463,320,64
17-09-2022,ITEM09,ROUTE17,CUST463,524,131
17-09-2022,ITEM09,ROUTE04,CUST377,381,92
17-09-2022,ITEM02,ROUTE03,CUST377,273,0
17-09-2022,ITEM04,ROUTE08,CUST377,337,38
17-09-2022,ITEM06,ROUTE17,CUST268,173,34
17-09-2022,ITEM01,ROUTE18,CUST268,147,0
17-09-2022,ITEM07,ROUTE19,CUST032,339,0
17-09-2022,ITEM08,ROUTE19,CUST424,71,0
17-09-2022,ITEM04,ROUTE16,CUST424,357,0
17-09-2022,ITEM10,ROUTE20,CUST424,247,32
17-09-2022,ITEM03,ROUTE10,CUST037,117,17
17-09-2022,ITEM03,ROUTE08,CUST448,163,17
17-09-2022,ITEM06,ROUTE12,CUST448,421,0
17-09-2022,ITEM02,ROUTE04,CUST498,336,64
17-09-2022,ITEM01,ROUTE12,CUST498,165,0
17-09-2022,ITEM03,ROUTE17,CUST498,330,0
17-09-2022,ITEM03,ROUTE18,CUST378,436,0
17-09-2022,ITEM10,ROUTE02,CUST378,277,0
17-09-2022,ITEM08,ROUTE12,CUST378,419,0
17-09-2022,ITEM05,ROUTE12,CUST146,470,0
17-09-2022,ITEM08,ROUTE01,CUST146,185,23
17-09-2022,ITEM10,ROUTE19,CUST402,122,0
17-09-2022,ITEM03,ROUTE13,CUST402,82,0
17-09-2022,ITEM08,ROUTE19,CUST074,342,0
17-09-2022,ITEM04,ROUTE19,CUST074,466,56
17-09-2022,ITEM10,ROUTE12,CUST074,505,0
17-09-2022,ITEM06,ROUTE10,CUST195,411,45
17-09-2022,ITEM05,ROUTE07,CUST195,237,0
17-09-2022,ITEM07,ROUTE06,CUST195,88,0
17-09-2022,ITEM07,ROUTE03,CUST131,466,0
17-09-2022,ITEM05,ROUTE17,CUST131,114,12
17-09-2022,ITEM09,ROUTE07,CUST131,250,0
17-09-2022,ITEM05,ROUTE05,CUST287,270,0
17-09-2022,ITEM05,ROUTE17,CUST143,108,0
17-09-2022,ITEM09,ROUTE17,CUST049,379,58
17-09-2022,ITEM03,ROUTE14,CUST049,164,0
17-09-2022,ITEM04,ROUTE06,CUST049,273,66
17-09-2022,ITEM09,ROUTE09,CUST372,272,0
17-09-2022,ITEM03,ROUTE07,CUST332,126,0
17-09-2022,ITEM10,ROUTE08,CUST332,167,23
17-09-2022,ITEM03,ROUTE18,CUST164,244,47
17-09-2022,ITEM07,ROUTE19,CUST355,125,0
17-09-2022,ITEM01,ROUTE02,CUST355,310,0
17-09-2022,ITEM02,ROUTE03,CUST282,330,38
17-09-2022,ITEM02,ROUTE05,CUST482,391,41
17-09-2022,ITEM03,ROUTE16,CUST482,461,69
17-09-2022,ITEM07,ROUTE04,CUST482,53,0
17-09-2022,ITEM07,ROUTE17,CUST202,77,15
17-09-2022,ITEM10,ROUTE13,CUST202,171,19
17-09-2022,ITEM01,ROUTE10,CUST202,271,51
17-09-2022,ITEM08,ROUTE07,CUST304,248,0
17-09-2022,ITEM04,ROUTE12,CUST304,177,19
17-09-2022,ITEM02,ROUTE12,CUST304,413,69
17-09-2022,ITEM03,ROUTE08,CUST070,99,15
17-09-2022,ITEM09,ROUTE11,CUST159,177,19
17-09-2022,ITEM04,ROUTE03,CUST159,288,49
17-09-2022,ITEM06,ROUTE18,CUST159,64,10
17-09-2022,ITEM10,ROUTE02,CUST360,240,0
17-09-2022,ITEM07,ROUTE14,CUST360,185,25
17-09-2022,ITEM04,ROUTE03,CUST360,161,25
17-09-2022,ITEM05,ROUTE03,CUST222,318,58
17-09-2022,ITEM02,ROUTE16,CUST222,512,0
17-09-2022,ITEM10,ROUTE07,CUST222,182,0
17-09-2022,ITEM01,ROUTE06,CUST073,70,10
17-09-2022,ITEM10,ROUTE19,CUST073,211,41
17-09-2022,ITEM09,ROUTE09,CUST073,156,0
17-09-2022,ITEM10,ROUTE10,CUST397,161,0
17-09-2022,ITEM09,ROUTE02,CUST397,55,0
17-09-2022,ITEM04,ROUTE18,CUST397,525,88
17-09-2022,ITEM08,ROUTE01,CUST127,163,0
17-09-2022,ITEM07,ROUTE03,CUST375,424,69
17-09-2022,ITEM06,ROUTE16,CUST375,206,43
17-09-2022,ITEM05,ROUTE02,CUST375,123,28
17-09-2022,ITEM10,ROUTE15,CUST221,160,0
17-09-2022,ITEM09,ROUTE13,CUST221,46,6
17-09-2022,ITEM03,ROUTE11,CUST492,297,49
17-09-2022,ITEM10,ROUTE08,CUST492,243,0
17-09-2022,ITEM09,ROUTE07,CUST410,417,101
17-09-2022,ITEM06,ROUTE07,CUST410,377,43
17-09-2022,ITEM05,ROUTE08,CUST084,282,0
17-09-2022,ITEM03,ROUTE08,CUST084,214,0
17-09-2022,ITEM09,ROUTE12,CUST418,205,0
17-09-2022,ITEM08,ROUTE09,CUST418,323,58
17-09-2022,ITEM10,ROUTE19,CUST418,202,49
17-09-2022,ITEM04,ROUTE17,CUST213,58,0
17-09-2022,ITEM08,ROUTE14,CUST213,156,17
17-09-2022,ITEM06,ROUTE15,CUST046,396,0
17-09-2022,ITEM03,ROUTE07,CUST046,344,77
17-09-2022,ITEM06,ROUTE07,CUST272,351,84
17-09-2022,ITEM07,ROUTE15,CUST272,115,0
17-09-2022,ITEM10,ROUTE10,CUST272,511,0
17-09-2022,ITEM10,ROUTE02,CUST129,154,0
17-09-2022,ITEM03,ROUTE15,CUST192,156,34
17-09-2022,ITEM10,ROUTE01,CUST423,462,0
17-09-2022,ITEM09,ROUTE18,CUST423,520,0
17-09-2022,ITEM01,ROUTE07,CUST423,532,0
17-09-2022,ITEM05,ROUTE16,CUST079,375,66
17-09-2022,ITEM09,ROUTE06,CUST079,173,30
17-09-2022,ITEM02,ROUTE10,CUST245,171,25
17-09-2022,ITEM07,ROUTE03,CUST245,489,0
17-09-2022,ITEM09,ROUTE01,CUST245,159,17
17-09-2022,ITEM01,ROUTE01,CUST388,145,0
17-09-2022,ITEM08,ROUTE16,CUST388,274,0
17-09-2022,ITEM02,ROUTE09,CUST388,320,0
17-09-2022,ITEM10,ROUTE12,CUST203,294,0
17-09-2022,ITEM08,ROUTE19,CUST203,466,0
17-09-2022,ITEM06,ROUTE18,CUST203,386,56
17-09-2022,ITEM08,ROUTE13,CUST473,155,0
17-09-2022,ITEM04,ROUTE10,CUST473,220,0
17-09-2022,ITEM02,ROUTE14,CUST430,59,0
17-09-2022,ITEM06,ROUTE18,CUST430,231,36
17-09-2022,ITEM04,ROUTE06,CUST430,447,0
17-09-2022,ITEM02,ROUTE12,CUST063,474,60
17-09-2022,ITEM07,ROUTE13,CUST063,425,0
17-09-2022,ITEM08,ROUTE04,CUST089,188,45
17-09-2022,ITEM02,ROUTE07,CUST089,278,69
17-09-2022,ITEM09,ROUTE11,CUST324,197,0
17-09-2022,ITEM10,ROUTE17,CUST235,521,0
17-09-2022,ITEM04,ROUTE05,CUST235,211,43
17-09-2022,ITEM10,ROUTE12,CUST333,251,60
17-09-2022,ITEM07,ROUTE06,CUST243,237,0
17-09-2022,ITEM03,ROUTE10,CUST199,515,0
17-09-2022,ITEM02,ROUTE08,CUST199,368,0
17-09-2022,ITEM08,ROUTE05,CUST199,176,0
17-09-2022,ITEM06,ROUTE12,CUST083,492,0
17-09-2022,ITEM10,ROUTE03,CUST083,279,0
17-09-2022,ITEM07,ROUTE10,CUST083,151,32
17-09-2022,ITEM08,ROUTE12,CUST315,311,77
17-09-2022,ITEM07,ROUTE04,CUST315,455,71
17-09-2022,ITEM05,ROUTE10,CUST461,308,0
17-09-2022,ITEM01,ROUTE04,CUST461,206,23
17-09-2022,ITEM07,ROUTE07,CUST294,191,30
17-09-2022,ITEM02,ROUTE02,CUST294,70,17
17-09-2022,ITEM04,ROUTE09,CUST369,207,43
17-09-2022,ITEM09,ROUTE12,CUST369,295,51
17-09-2022,ITEM08,ROUTE07,CUST369,397,0
17-09-2022,ITEM03,ROUTE11,CUST042,207,0
17-09-2022,ITEM02,ROUTE13,CUST042,339,71
17-09-2022,ITEM05,ROUTE03,CUST234,130,0
17-09-2022,ITEM07,ROUTE14,CUST234,320,0
17-09-2022,ITEM06,ROUTE19,CUST234,254,0
17-09-2022,ITEM05,ROUTE14,CUST496,205,21
17-09-2022,ITEM01,ROUTE14,CUST496,293,69
17-09-2022,ITEM04,ROUTE14,CUST496,387,66
17-09-2022,ITEM08,ROUTE09,CUST428,126,0
17-09-2022,ITEM10,ROUTE05,CUST428,160,32
17-09-2022,ITEM02,ROUTE11,CUST428,247,38
17-09-2022,ITEM06,ROUTE04,CUST354,214,49
17-09-2022,ITEM08,ROUTE13,CUST354,391,99
17-09-2022,ITEM05,ROUTE18,CUST354,371,90
17-09-2022,ITEM01,ROUTE04,CUST425,293,0
17-09-2022,ITEM04,ROUTE19,CUST425,380,73
17-09-2022,ITEM02,ROUTE15,CUST425,469,0
17-09-2022,ITEM05,ROUTE03,CUST323,405,49
17-09-2022,ITEM04,ROUTE03,CUST323,296,43
17-09-2022,ITEM07,ROUTE11,CUST416,374,0
17-09-2022,ITEM04,ROUTE10,CUST416,240,0
17-09-2022,ITEM02,ROUTE20,CUST180,239,0
17-09-2022,ITEM09,ROUTE13,CUST320,421,0
17-09-2022,ITEM05,ROUTE10,CUST320,522,0
17-09-2022,ITEM06,ROUTE14,CUST320,145,0
17-09-2022,ITEM06,ROUTE19,CUST179,88,19
17-09-2022,ITEM02,ROUTE12,CUST231,105,0
17-09-2022,ITEM06,ROUTE09,CUST039,796,0
17-09-2022,ITEM09,ROUTE08,CUST112,343,43
17-09-2022,ITEM03,ROUTE04,CUST112,297,34
17-09-2022,ITEM05,ROUTE17,CUST112,59,12
17-09-2022,ITEM06,ROUTE08,CUST189,445,49
17-09-2022,ITEM08,ROUTE15,CUST113,383,71
17-09-2022,ITEM08,ROUTE14,CUST247,69,8
17-09-2022,ITEM07,ROUTE07,CUST247,486,53
17-09-2022,ITEM06,ROUTE01,CUST247,235,0
17-09-2022,ITEM06,ROUTE20,CUST054,247,56
17-09-2022,ITEM08,ROUTE20,CUST054,251,0
17-09-2022,ITEM03,ROUTE12,CUST456,217,36
17-09-2022,ITEM05,ROUTE15,CUST447,176,0
17-09-2022,ITEM02,ROUTE17,CUST447,261,47
17-09-2022,ITEM09,ROUTE07,CUST447,227,0
17-09-2022,ITEM01,ROUTE02,CUST233,310,0
17-09-2022,ITEM03,ROUTE13,CUST233,390,0
17-09-2022,ITEM10,ROUTE14,CUST233,194,0
17-09-2022,ITEM08,ROUTE17,CUST249,423,84
17-09-2022,ITEM09,ROUTE02,CUST264,168,17
17-09-2022,ITEM07,ROUTE18,CUST264,448,99
17-09-2022,ITEM05,ROUTE14,CUST264,183,0
17-09-2022,ITEM09,ROUTE20,CUST465,251,60
17-09-2022,ITEM07,ROUTE01,CUST465,107,19
17-09-2022,ITEM01,ROUTE08,CUST286,380,0
17-09-2022,ITEM05,ROUTE08,CUST286,316,41
17-09-2022,ITEM06,ROUTE11,CUST286,437,0
17-09-2022,ITEM06,ROUTE19,CUST493,155,25
17-09-2022,ITEM10,ROUTE01,CUST493,347,0
17-09-2022,ITEM01,ROUTE19,CUST298,354,0
17-09-2022,ITEM06,ROUTE17,CUST298,357,49
17-09-2022,ITEM04,ROUTE02,CUST298,395,0
17-09-2022,ITEM04,ROUTE20,CUST038,206,25
17-09-2022,ITEM08,ROUTE08,CUST038,300,0
17-09-2022,ITEM09,ROUTE12,CUST162,193,0
17-09-2022,ITEM10,ROUTE11,CUST162,194,0
17-09-2022,ITEM09,ROUTE19,CUST028,264,64
17-09-2022,ITEM04,ROUTE01,CUST028,451,0
17-09-2022,ITEM06,ROUTE15,CUST028,556,127
17-09-2022,ITEM05,ROUTE19,CUST196,105,17
17-09-2022,ITEM08,ROUTE05,CUST196,105,0
17-09-2022,ITEM10,ROUTE06,CUST259,337,0
17-09-2022,ITEM07,ROUTE11,CUST115,98,17
17-09-2022,ITEM03,ROUTE15,CUST115,312,60
17-09-2022,ITEM09,ROUTE15,CUST115,284,69
17-09-2022,ITEM08,ROUTE17,CUST319,69,0
17-09-2022,ITEM05,ROUTE06,CUST319,365,84
17-09-2022,ITEM03,ROUTE17,CUST020,398,0
17-09-2022,ITEM05,ROUTE12,CUST467,316,0
17-09-2022,ITEM04,ROUTE19,CUST393,451,0
17-09-2022,ITEM01,ROUTE08,CUST393,361,82
17-09-2022,ITEM02,ROUTE17,CUST393,349,45
17-09-2022,ITEM03,ROUTE09,CUST373,75,0
17-09-2022,ITEM09,ROUTE04,CUST114,403,0
17-09-2022,ITEM01,ROUTE12,CUST426,367,92
17-09-2022,ITEM10,ROUTE05,CUST426,160,0
17-09-2022,ITEM06,ROUTE14,CUST029,348,45
17-09-2022,ITEM09,ROUTE01,CUST205,392,58
17-09-2022,ITEM10,ROUTE15,CUST205,248,0
17-09-2022,ITEM08,ROUTE14,CUST387,510,0
17-09-2022,ITEM09,ROUTE07,CUST147,339,79
17-09-2022,ITEM07,ROUTE01,CUST331,174,0
17-09-2022,ITEM06,ROUTE02,CUST389,356,0
17-09-2022,ITEM03,ROUTE17,CUST489,400,92
17-09-2022,ITEM04,ROUTE04,CUST489,2465,356
17-09-2022,ITEM01,ROUTE13,CUST489,305,38
17-09-2022,ITEM07,ROUTE16,CUST082,164,0
17-09-2022,ITEM09,ROUTE14,CUST082,166,36
17-09-2022,ITEM10,ROUTE17,CUST082,499,0
17-09-2022,ITEM03,ROUTE03,CUST244,294,0
17-09-2022,ITEM01,ROUTE02,CUST244,253,0
17-09-2022,ITEM02,ROUTE05,CUST280,124,0
17-09-2022,ITEM08,ROUTE06,CUST280,457,105
17-09-2022,ITEM07,ROUTE10,CUST356,212,45
17-09-2022,ITEM06,ROUTE08,CUST356,384,0
17-09-2022,ITEM09,ROUTE05,CUST451,286,62
17-09-2022,ITEM02,ROUTE16,CUST451,442,97
17-09-2022,ITEM06,ROUTE02,CUST090,172,34
17-09-2022,ITEM01,ROUTE05,CUST421,167,28
17-09-2022,ITEM07,ROUTE18,CUST421,260,0
17-09-2022,ITEM09,ROUTE08,CUST421,144,19
17-09-2022,ITEM02,ROUTE08,CUST474,89,21
17-09-2022,ITEM05,ROUTE18,CUST474,74,12
17-09-2022,ITEM01,ROUTE19,CUST155,460,0
17-09-2022,ITEM08,ROUTE06,CUST155,389,71
17-09-2022,ITEM04,ROUTE14,CUST452,136,0
17-09-2022,ITEM10,ROUTE20,CUST452,339,66
17-09-2022,ITEM07,ROUTE17,CUST452,447,0
17-09-2022,ITEM09,ROUTE20,CUST295,500,0
17-09-2022,ITEM04,ROUTE07,CUST295,461,0
17-09-2022,ITEM09,ROUTE19,CUST065,454,53
17-09-2022,ITEM01,ROUTE07,CUST065,423,92
17-09-2022,ITEM03,ROUTE03,CUST462,370,0
17-09-2022,ITEM07,ROUTE01,CUST012,3811,457
17-09-2022,ITEM01,ROUTE04,CUST012,469,66
17-09-2022,ITEM05,ROUTE08,CUST238,95,0
17-09-2022,ITEM10,ROUTE14,CUST238,494,0
17-09-2022,ITEM08,ROUTE13,CUST238,348,0
17-09-2022,ITEM04,ROUTE16,CUST105,91,15
17-09-2022,ITEM01,ROUTE20,CUST299,148,0
17-09-2022,ITEM09,ROUTE06,CUST299,157,21
17-09-2022,ITEM04,ROUTE16,CUST152,288,53
17-09-2022,ITEM08,ROUTE04,CUST471,95,0
17-09-2022,ITEM06,ROUTE09,CUST471,323,0
17-09-2022,ITEM09,ROUTE14,CUST471,393,0
17-09-2022,ITEM06,ROUTE01,CUST330,303,0
17-09-2022,ITEM05,ROUTE09,CUST093,49,0
17-09-2022,ITEM10,ROUTE17,CUST093,125,0
17-09-2022,ITEM10,ROUTE03,CUST072,130,23
17-09-2022,ITEM09,ROUTE09,CUST072,363,0
17-09-2022,ITEM08,ROUTE20,CUST194,259,0
17-09-2022,ITEM09,ROUTE14,CUST057,302,0
17-09-2022,ITEM03,ROUTE02,CUST420,227,49
17-09-2022,ITEM04,ROUTE14,CUST420,137,0
17-09-2022,ITEM02,ROUTE20,CUST223,394,0
17-09-2022,ITEM06,ROUTE13,CUST223,336,49
17-09-2022,ITEM10,ROUTE15,CUST376,3210,647
17-09-2022,ITEM06,ROUTE15,CUST367,237,34
17-09-2022,ITEM01,ROUTE15,CUST230,162,0
17-09-2022,ITEM02,ROUTE03,CUST230,74,0
17-09-2022,ITEM04,ROUTE09,CUST270,403,45
17-09-2022,ITEM01,ROUTE12,CUST270,428,101
17-09-2022,ITEM02,ROUTE02,CUST270,370,0
17-09-2022,ITEM01,ROUTE01,CUST472,542,0
17-09-2022,ITEM08,ROUTE05,CUST472,268,32
17-09-2022,ITEM02,ROUTE06,CUST479,127,30
17-09-2022,ITEM06,ROUTE09,CUST479,320,49
17-09-2022,ITEM07,ROUTE03,CUST207,384,0
17-09-2022,ITEM06,ROUTE13,CUST486,54,10
17-09-2022,ITEM07,ROUTE02,CUST034,188,32
18-09-2022,ITEM01,ROUTE19,CUST459,418,97
18-09-2022,ITEM01,ROUTE17,CUST066,454,49
18-09-2022,ITEM05,ROUTE01,CUST001,454,97
18-09-2022,ITEM08,ROUTE07,CUST001,440,97
18-09-2022,ITEM02,ROUTE17,CUST001,112,17
18-09-2022,ITEM02,ROUTE05,CUST062,79,0
18-09-2022,ITEM01,ROUTE16,CUST062,462,62
18-09-2022,ITEM03,ROUTE08,CUST062,99,0
18-09-2022,ITEM08,ROUTE12,CUST424,384,0
18-09-2022,ITEM09,ROUTE18,CUST449,531,84
18-09-2022,ITEM04,ROUTE15,CUST449,54,4
18-09-2022,ITEM06,ROUTE01,CUST096,226,53
18-09-2022,ITEM07,ROUTE17,CUST096,57,6
18-09-2022,ITEM04,ROUTE18,CUST297,539,112
18-09-2022,ITEM01,ROUTE03,CUST297,361,66
18-09-2022,ITEM10,ROUTE15,CUST321,440,0
18-09-2022,ITEM04,ROUTE13,CUST321,304,0
18-09-2022,ITEM01,ROUTE19,CUST321,150,19
18-09-2022,ITEM03,ROUTE12,CUST328,248,0
18-09-2022,ITEM09,ROUTE05,CUST328,376,94
18-09-2022,ITEM08,ROUTE19,CUST328,447,56
18-09-2022,ITEM07,ROUTE10,CUST437,188,0
18-09-2022,ITEM08,ROUTE01,CUST437,204,38
18-09-2022,ITEM08,ROUTE14,CUST259,103,0
18-09-2022,ITEM05,ROUTE05,CUST259,248,62
18-09-2022,ITEM09,ROUTE11,CUST121,320,0
18-09-2022,ITEM01,ROUTE08,CUST121,455,105
18-09-2022,ITEM08,ROUTE04,CUST245,62,8
18-09-2022,ITEM02,ROUTE11,CUST245,235,0
18-09-2022,ITEM07,ROUTE16,CUST245,182,0
18-09-2022,ITEM04,ROUTE11,CUST320,368,62
18-09-2022,ITEM05,ROUTE06,CUST320,126,25
18-09-2022,ITEM10,ROUTE12,CUST404,374,0
18-09-2022,ITEM05,ROUTE13,CUST032,225,41
18-09-2022,ITEM06,ROUTE10,CUST032,69,0
18-09-2022,ITEM03,ROUTE06,CUST366,215,25
18-09-2022,ITEM05,ROUTE09,CUST366,206,32
18-09-2022,ITEM03,ROUTE20,CUST474,427,47
18-09-2022,ITEM05,ROUTE20,CUST474,539,112
18-09-2022,ITEM06,ROUTE13,CUST360,76,10
18-09-2022,ITEM06,ROUTE14,CUST423,178,23
18-09-2022,ITEM04,ROUTE20,CUST423,284,34
18-09-2022,ITEM01,ROUTE11,CUST379,390,64
18-09-2022,ITEM08,ROUTE17,CUST379,333,0
18-09-2022,ITEM07,ROUTE20,CUST379,411,84
18-09-2022,ITEM01,ROUTE13,CUST141,308,66
18-09-2022,ITEM05,ROUTE03,CUST285,4814,1185
18-09-2022,ITEM10,ROUTE20,CUST285,363,0
18-09-2022,ITEM06,ROUTE15,CUST285,208,0
18-09-2022,ITEM05,ROUTE03,CUST458,160,0
18-09-2022,ITEM07,ROUTE08,CUST458,277,64
18-09-2022,ITEM05,ROUTE13,CUST147,55,0
18-09-2022,ITEM08,ROUTE12,CUST147,164,17
18-09-2022,ITEM05,ROUTE02,CUST114,339,0
18-09-2022,ITEM01,ROUTE20,CUST114,322,79
18-09-2022,ITEM09,ROUTE17,CUST391,313,0
18-09-2022,ITEM08,ROUTE15,CUST391,287,43
18-09-2022,ITEM02,ROUTE17,CUST391,178,23
18-09-2022,ITEM01,ROUTE17,CUST201,56,0
18-09-2022,ITEM01,ROUTE16,CUST483,487,79
18-09-2022,ITEM03,ROUTE09,CUST483,308,47
18-09-2022,ITEM06,ROUTE05,CUST483,377,66
18-09-2022,ITEM10,ROUTE15,CUST428,287,34
18-09-2022,ITEM03,ROUTE18,CUST428,510,0
18-09-2022,ITEM03,ROUTE20,CUST133,94,0
18-09-2022,ITEM06,ROUTE10,CUST067,269,0
18-09-2022,ITEM05,ROUTE11,CUST204,256,34
18-09-2022,ITEM04,ROUTE20,CUST204,447,110
18-09-2022,ITEM10,ROUTE09,CUST204,453,0
18-09-2022,ITEM06,ROUTE19,CUST323,357,0
18-09-2022,ITEM02,ROUTE04,CUST197,248,0
18-09-2022,ITEM04,ROUTE18,CUST197,87,10
18-09-2022,ITEM01,ROUTE16,CUST060,317,0
18-09-2022,ITEM06,ROUTE16,CUST060,324,0
18-09-2022,ITEM04,ROUTE05,CUST060,240,56
18-09-2022,ITEM08,ROUTE11,CUST373,176,41
18-09-2022,ITEM03,ROUTE20,CUST373,127,23
18-09-2022,ITEM01,ROUTE11,CUST373,168,30
18-09-2022,ITEM01,ROUTE14,CUST181,471,0
18-09-2022,ITEM06,ROUTE17,CUST181,431,0
18-09-2022,ITEM02,ROUTE08,CUST181,65,8
18-09-2022,ITEM07,ROUTE02,CUST122,434,79
